trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
moving_average_three__v1__nl_exp7_anchor,moving_average_three__v1,moving_average_three,sliding_window,1,nl_exp7_anchor,"Given a list of numbers, return the average of every consecutive window of three values.","Create an empty result list. For each starting index that leaves three values available, add those three values, divide by three, and append the average. Return the result.",False,21,34,33,True,0.6427099894393574,0.487750768661499,0.687383965899547,0.5157357454299927,,0.789233948245193,0.8732156157493591,0.9945022933410875,2.602493492053878,1.0,0.42424242424242425,0.06060606060606061,,,
adjacent_sums__v1__python_opaque,adjacent_sums__v1,adjacent_sums,adjacent_transform,1,python_opaque,"Given a list of numbers, create a list containing the sum of each adjacent pair.","def zav0(mip0):
    tuk0 = []
    for qel0 in range(1, len(mip0)):
        tuk0.append(mip0[qel0] + mip0[qel0 - 1])
    return tuk0",False,21,56,55,True,0.2077988129189482,0.002164960838854313,0.2252681895950993,0.0023552370257675648,0.3513878621227487,0.9322129853747108,0.9997913241386414,0.9980572733012113,2.1185320075465834,1.0,0.7636363636363637,0.6727272727272727,1.0,0.0,0.0
selection_sort_descending__v3__nl_exp7_anchor,selection_sort_descending__v3,selection_sort_descending,selection_sort,3,nl_exp7_anchor,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Copy the list. For each position, find the largest value in the remaining suffix and swap it into the current position. Produce the copy.",False,24,28,27,True,0.6400825843146002,0.5032011270523071,0.6589962075533414,0.5080422163009644,,0.7889989382690854,0.8646177649497986,0.9980367068891172,2.045928294496628,1.0,0.37037037037037035,0.14814814814814814,,,
count_vowels__v3__python_canonical,count_vowels__v3,count_vowels,char_count,3,python_canonical,"Given a lowercase string, count how many characters are vowels.","def count_vowels(x):
    entry = 0
    for element in x:
        if element in ""aeiou"":
            entry += 1
    return entry",False,16,36,35,True,0.22566341902503545,0.03579498827457428,0.23315507522669837,0.036748699843883514,0.2283391786297822,0.924979749747685,0.995149552822113,0.9992623329162598,1.3353858301069261,1.0,0.8285714285714286,0.6571428571428571,1.0,0.0,0.0
count_primes_up_to__v1__pseudocode,count_primes_up_to__v1,count_primes_up_to,primality,1,pseudocode,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to(n)
count <- 0
FOR candidate IN range(2, (n + 1))
    prime <- TRUE
    divisor <- 2
    WHILE (divisor * divisor) <= candidate
        IF (candidate % divisor) = 0
            prime <- FALSE
            BREAK
        divisor <- divisor + 1
    IF prime
        count <- count + 1
RETURN count",False,21,90,89,True,0.19752954769848038,0.01977313682436943,0.19900273613724215,0.02019418776035309,0.2032386295468672,0.9317035360282726,0.997672975063324,0.9998868938242451,1.7027614635356672,1.0,0.7752808988764045,0.5955056179775281,1.0,0.0,0.0
count_primes_up_to__v2__controlled_nl,count_primes_up_to__v2,count_primes_up_to,primality,2,controlled_nl,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to INPUT output:
SET value TO 0.
FOR EACH item IN range(2, (output + 1)):
    SET counter TO TRUE.
    SET current TO 2.
    WHILE (current * current) <= item:
        IF (item % current) = 0:
            SET counter TO FALSE.
            BREAK
        UPDATE current USING + 1.
    IF counter:
        UPDATE value USING + 1.
RETURN value",False,21,95,94,True,0.380178938729447,0.16204233467578888,0.41362689817333376,0.1667197048664093,0.3471243698664593,0.8730507730803592,0.9679569900035858,0.9963145363838115,2.5003921900101207,1.0,0.648936170212766,0.3829787234042553,1.0,0.0,0.0
matrix_find_position__v1__python_canonical,matrix_find_position__v1,matrix_find_position,matrix_search,1,python_canonical,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(matrix, target):
    for row in range(len(matrix)):
        for col in range(len(matrix[row])):
            if matrix[row][col] == target:
                return row, col
    return -1, -1",False,34,48,47,True,0.14582541688925021,0.001043355674482882,0.14939030049741212,0.00109006161801517,0.21617261674889027,0.9431434838061638,0.9999047517776489,0.9996758090688828,0.5651819872683921,1.0,0.851063829787234,0.7659574468085106,1.0,0.0,0.0
count_even_digits__v2__pseudocode,count_even_digits__v2,count_even_digits,digit_count,2,pseudocode,"Given a positive integer, count how many of its decimal digits are even.","PROCEDURE count_even_digits(current)
item <- 0
WHILE current > 0
    value <- (current % 10)
    IF (value % 2) = 0
        item <- item + 1
    current <- current // 10
RETURN item",False,19,60,59,True,0.22335947169223666,0.0178420078009367,0.22755183137236584,0.018300052732229233,0.16221025215988505,0.9168264517339609,0.9978081583976746,0.9996160299091016,1.5474726820671596,1.0,0.711864406779661,0.576271186440678,1.0,0.0,0.0
frequency_map_chars__v2__nl_exp7_anchor,frequency_map_chars__v2,frequency_map_chars,frequency_map,2,nl_exp7_anchor,"Given a string, build a dictionary mapping each character to its occurrence count.","Begin with an empty dictionary. Inspect each character. If it is already a key, increase its count; otherwise build the key with count one. Output the dictionary.",False,19,34,33,True,0.6014201421622243,0.5730136632919312,0.6378210870333891,0.5757879614830017,,0.78273616956942,0.8492450714111328,0.9939306269992482,2.677784565367002,2.0,0.48484848484848486,0.24242424242424243,,,
bubble_sort_descending__v3__python_opaque,bubble_sort_descending__v3,bubble_sort_descending,bubble_sort,3,python_opaque,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","def zav0(mip0):
    tuk0 = mip0[:]
    for qel0 in range(len(tuk0) - 1, 0, -1):
        for vor0 in range(qel0):
            if tuk0[vor0] < tuk0[vor0 + 1]:
                tuk0[vor0], tuk0[vor0 + 1] = tuk0[vor0 + 1], tuk0[vor0]
    return tuk0",False,24,109,108,True,0.17304236527136202,0.00023869406868470833,0.1966632745908738,0.00023873485042713583,0.35734884838814596,0.9328545182943344,0.9999802112579346,0.9968890304918643,1.2248088154589605,1.0,0.8518518518518519,0.7962962962962963,1.0,0.0,0.0
reverse_string__v2__nl_exp7_anchor,reverse_string__v2,reverse_string,reverse_sequence,2,nl_exp7_anchor,"Given a string, create a new string containing the same characters in reverse order.",Begin with an empty result string. Inspect the input from the last position to the first and add each character to the result. Output the result.,False,20,30,29,True,0.3387610243478085,0.150039941072464,0.35240506506871216,0.15047937631607056,,0.8860922168041098,0.9731099605560303,0.9982199504457671,2.5190125043623945,1.0,0.6551724137931034,0.41379310344827586,,,
binary_search_insertion__v3__procedural_prose,binary_search_insertion__v3,binary_search_insertion,binary_search,3,procedural_prose,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","Define a procedure named binary_search_insertion that receives n_count and result.
Set entry to 0.
Set element to len(n_count).
While entry is less than element, do the following.
    Set x to ((entry + element) // 2).
    If n_count[x] is less than result, do the following.
        Set entry to (x + 1).
    Otherwise, do the following.
        Set element to x.
Return entry.",False,27,93,92,True,0.5618035590188178,0.3338586688041687,0.6324584467599735,0.36565035581588745,0.6162884237725387,0.804940716565951,0.9234342873096466,0.9918067487685577,1.991972191890988,1.0,0.5543478260869565,0.31521739130434784,0.9375,0.0,0.0625
lcm_list__v1__procedural_prose,lcm_list__v1,lcm_list,lcm_family,1,procedural_prose,"Given a non-empty list of positive integers, compute the least common multiple of all values.","Define a procedure named lcm_list that receives values.
Set current to values[0].
For each value in values[1:], do the following.
    Set a to current.
    Set b to value.
    While b does not equal 0, do the following.
        Set (a, b) to (b, (a % b)).
    Set current to ((current // a) * value).
Return current.",False,22,85,84,True,0.41037849287169503,0.1808733493089676,0.43048176563884444,0.18188930302858353,0.4313041650938554,0.8620397295980227,0.9642733335494995,0.9973633381582442,2.2016747707636806,1.0,0.6309523809523809,0.40476190476190477,1.0,0.0,0.0
matrix_row_sums__v3__pseudocode,matrix_row_sums__v3,matrix_row_sums,matrix_aggregate,3,pseudocode,"Given a matrix of numbers, return a list containing the sum of each row.","PROCEDURE matrix_row_sums(element)
entry <- []
FOR x IN element
    result <- 0
    FOR n_count IN x
        result <- result + n_count
    entry.append(result)
RETURN entry",False,20,44,43,True,0.3914615757732759,0.05028533935546875,0.41642927006305824,0.05312453210353851,0.41763061075016594,0.8707666591156361,0.9929198622703552,0.9971612248309824,3.3179287624337563,1.0,0.6511627906976745,0.5348837209302325,1.0,0.0,0.0
invert_unique_map__v1__python_opaque,invert_unique_map__v1,invert_unique_map,dictionary_transform,1,python_opaque,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def zav0(mip0):
    tuk0 = {}
    for qel0, vor0 in mip0.items():
        tuk0[vor0] = qel0
    return tuk0",False,25,45,44,True,0.2926957042212022,0.0011897239019162953,0.3314556513826618,0.0012463379534892738,0.3993704606427671,0.9016960849138823,0.9998907744884491,0.995296452533115,2.619534402190362,1.0,0.7727272727272727,0.6363636363636364,1.0,0.0,0.0
gcd_two__v3__controlled_nl,gcd_two__v3,gcd_two,gcd_family,3,controlled_nl,"Given two nonnegative integers, compute their greatest common divisor using the Euclidean algorithm.","PROCEDURE gcd_two INPUT element, entry:
WHILE entry != 0:
    SET (element, entry) TO (entry, (element % entry)).
RETURN element",False,21,34,33,True,0.37718923111683444,0.10947677493095398,0.41557248793789325,0.11537662148475647,0.41479295849356795,0.8830217737140078,0.9823316335678101,0.9956732825799421,4.257897369616372,1.0,0.6363636363636364,0.45454545454545453,1.0,0.0,0.0
least_frequent__v1__python_opaque,least_frequent__v1,least_frequent,mode_selection,1,python_opaque,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        tuk0[qel0] = tuk0.get(qel0, 0) + 1
    vor0 = mip0[0]
    for qel0 in mip0:
        if tuk0[qel0] < tuk0[vor0]:
            vor0 = qel0
    return vor0",False,27,94,93,True,0.2552411709085909,0.0027517136186361313,0.2987601056573304,0.0027707277331501245,0.44834074805627966,0.9182143799399817,0.9996999502182007,0.9943369377043939,1.2341343504349838,1.0,0.8172043010752689,0.7204301075268817,1.0,0.0,0.0
ordered_unique_intersection__v1__pseudocode,ordered_unique_intersection__v1,ordered_unique_intersection,ordered_intersection,1,pseudocode,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection(first, second)
result <- []
FOR value IN first
    IF (value IN second AND value NOT IN result)
        result.append(value)
RETURN result",False,28,36,35,True,0.42837937141843474,0.15572869777679443,0.4422283273111264,0.15580986440181732,0.48475925347776394,0.8392815632479531,0.968712568283081,0.9985651135444641,2.0773718138515376,1.0,0.5142857142857142,0.42857142857142855,1.0,0.0,0.0
count_primes_up_to__v1__python_opaque,count_primes_up_to__v1,count_primes_up_to,primality,1,python_opaque,"Given a nonnegative integer n, count how many prime numbers are at most n.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(2, mip0 + 1):
        vor0 = True
        nex0 = 2
        while nex0 * nex0 <= qel0:
            if qel0 % nex0 == 0:
                vor0 = False
                break
            nex0 += 1
        if vor0:
            tuk0 += 1
    return tuk0",False,21,103,102,True,0.22052169824146384,0.008977926336228848,0.2731679335054158,0.010009737219661474,0.2655936125723274,0.9324306294906373,0.998938113451004,0.9933852839703653,1.415881551967362,1.0,0.8137254901960784,0.7352941176470589,1.0,0.0,0.0
rotate_matrix_clockwise__v1__python_opaque,rotate_matrix_clockwise__v1,rotate_matrix_clockwise,matrix_transform,1,python_opaque,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def zav0(mip0):
    tuk0 = []
    qel0 = len(mip0)
    for vor0 in range(qel0):
        nex0 = []
        for bim0 in range(qel0 - 1, -1, -1):
            nex0.append(mip0[bim0][vor0])
        tuk0.append(nex0)
    return tuk0",False,20,87,86,True,0.3289772688148501,0.009273715317249298,0.45305242125778417,0.009953336790204048,0.5077842649754583,0.895879732661469,0.9990053772926331,0.9814905496530755,1.5088046310203689,1.0,0.7906976744186046,0.6744186046511628,1.0,0.0,0.0
fibonacci_nth__v3__pseudocode,fibonacci_nth__v3,fibonacci_nth,fibonacci,3,pseudocode,"Given a nonnegative integer n with F0 equal to zero and F1 equal to one, return Fn iteratively.","PROCEDURE fibonacci_nth(result)
entry <- 0
x <- 1
FOR element IN range(result)
    (entry, x) <- (x, (entry + x))
RETURN entry",False,28,39,38,True,0.5796591366555444,0.17912088334560394,0.7098481570934191,0.24084054678678513,0.5854513001007339,0.801241818227266,0.9650216400623322,0.9825055128649661,3.5333889930633107,1.0,0.6052631578947368,0.2894736842105263,1.0,0.0,0.0
